Data_Year,Quarter,County,FUEL_TYPE,MAKE,MODEL,Number of Vehicles
2022,Q1,San Joaquin,Electric,Lucid,Air,1
2022,Q1,San Joaquin,Electric,Mazda,MX-30 EV,1
2022,Q1,San Joaquin,Electric,Mercedes-Benz,EQS,5
2022,Q1,San Joaquin,Electric,Nissan,LEAF,17
2022,Q1,San Joaquin,Electric,Polestar,2,2
2022,Q1,San Joaquin,Electric,Porsche,Taycan,4
2022,Q1,San Joaquin,Electric,Rivian,R1T,2
2022,Q1,San Joaquin,Electric,Tesla,Model 3,288
2022,Q1,San Joaquin,Electric,Tesla,Model S,34
2022,Q1,San Joaquin,Electric,Tesla,Model X,15
2022,Q1,San Joaquin,Electric,Tesla,Model Y,386
2022,Q1,San Joaquin,Electric,Volkswagen,ID.4,10
2022,Q1,San Joaquin,Electric,Volvo,XC40 Recharge,1
2022,Q1,San Joaquin,Hydrogen,Hyundai,NEXO,1
2022,Q1,San Joaquin,PHEV,Audi,Q5,2
2022,Q1,San Joaquin,PHEV,BMW,3 Series,1
2022,Q1,San Joaquin,PHEV,BMW,5 Series,3
2022,Q1,San Joaquin,PHEV,BMW,X5,6
2022,Q1,San Joaquin,PHEV,Chrysler,Pacifica Hybrid,4
2022,Q1,San Joaquin,PHEV,Ford,Escape Plug-In Hybrid,3
2022,Q1,San Joaquin,PHEV,Hyundai,SANTA FE Plug-In Hybrid,3
2022,Q1,San Joaquin,PHEV,Hyundai,TUCSON Plug-in Hybrid,2
2022,Q1,San Joaquin,PHEV,Jeep,Wrangler Unlimited,23
2022,Q1,San Joaquin,PHEV,Kia,Niro Plug-In Hybrid,3
2022,Q1,San Joaquin,PHEV,Kia,Sorento Plug-In Hybrid,3
2022,Q1,San Joaquin,PHEV,Lexus,NX 450h+,2
2022,Q1,San Joaquin,PHEV,Subaru,Crosstrek,5
2022,Q1,San Joaquin,PHEV,Toyota,Prius Prime,12
2022,Q1,San Joaquin,PHEV,Toyota,RAV4 Prime,3
2022,Q1,San Joaquin,PHEV,Volvo,S60 Recharge,2
2022,Q1,San Joaquin,PHEV,Volvo,XC60 Recharge,3
2022,Q1,San Joaquin,PHEV,Volvo,XC90 Recharge,5
2022,Q1,San Luis Obispo,Electric,Audi,e-tron,1
2022,Q1,San Luis Obispo,Electric,Audi,e-tron Sportback,1
2022,Q1,San Luis Obispo,Electric,Chevrolet,Bolt EUV,2
2022,Q1,San Luis Obispo,Electric,Ford,Mustang Mach-E,10
2022,Q1,San Luis Obispo,Electric,Hyundai,IONIQ 5,8
2022,Q1,San Luis Obispo,Electric,Hyundai,KONA Electric,2
2022,Q1,San Luis Obispo,Electric,Kia,EV6,6
2022,Q1,San Luis Obispo,Electric,Kia,Niro EV,6
2022,Q1,San Luis Obispo,Electric,Lucid,Air,1
2022,Q1,San Luis Obispo,Electric,Mazda,MX-30 EV,1
2022,Q1,San Luis Obispo,Electric,Nissan,LEAF,4
2022,Q1,San Luis Obispo,Electric,Polestar,2,2
2022,Q1,San Luis Obispo,Electric,Porsche,Taycan,2
2022,Q1,San Luis Obispo,Electric,Rivian,R1T,1
2022,Q1,San Luis Obispo,Electric,Tesla,Model 3,72
2022,Q1,San Luis Obispo,Electric,Tesla,Model S,11
2022,Q1,San Luis Obispo,Electric,Tesla,Model X,3
2022,Q1,San Luis Obispo,Electric,Tesla,Model Y,86
2022,Q1,San Luis Obispo,Electric,Volkswagen,ID.4,3
2022,Q1,San Luis Obispo,Electric,Volvo,C40 Recharge,2
2022,Q1,San Luis Obispo,Electric,Volvo,XC40 Recharge,4
2022,Q1,San Luis Obispo,PHEV,BMW,3 Series,2
2022,Q1,San Luis Obispo,PHEV,BMW,5 Series,1
2022,Q1,San Luis Obispo,PHEV,BMW,X5,7
2022,Q1,San Luis Obispo,PHEV,Chrysler,Pacifica Hybrid,3
2022,Q1,San Luis Obispo,PHEV,Ford,Escape Plug-In Hybrid,5
2022,Q1,San Luis Obispo,PHEV,Hyundai,IONIQ Plug-in Hybrid,3
2022,Q1,San Luis Obispo,PHEV,Hyundai,SANTA FE Plug-In Hybrid,5
2022,Q1,San Luis Obispo,PHEV,Hyundai,TUCSON Plug-in Hybrid,3
2022,Q1,San Luis Obispo,PHEV,Jeep,Wrangler Unlimited,10
2022,Q1,San Luis Obispo,PHEV,Kia,Niro Plug-In Hybrid,4
2022,Q1,San Luis Obispo,PHEV,Kia,Sorento Plug-In Hybrid,3
2022,Q1,San Luis Obispo,PHEV,Porsche,Cayenne,1
2022,Q1,San Luis Obispo,PHEV,Subaru,Crosstrek,7
2022,Q1,San Luis Obispo,PHEV,Toyota,Prius Prime,7
2022,Q1,San Luis Obispo,PHEV,Toyota,RAV4 Prime,10
2022,Q1,San Luis Obispo,PHEV,Volvo,S60 Recharge,1
2022,Q1,San Luis Obispo,PHEV,Volvo,XC60 Recharge,4
2022,Q1,San Luis Obispo,PHEV,Volvo,XC90 Recharge,3
2022,Q1,San Mateo,Electric,Audi,RS e-tron GT,1
2022,Q1,San Mateo,Electric,Audi,e-tron,21
2022,Q1,San Mateo,Electric,Audi,e-tron GT,9
2022,Q1,San Mateo,Electric,Audi,e-tron Sportback,6
2022,Q1,San Mateo,Electric,Chevrolet,Bolt EUV,1
2022,Q1,San Mateo,Electric,Chevrolet,Bolt EV,1
2022,Q1,San Mateo,Electric,Ford,Mustang Mach-E,69
2022,Q1,San Mateo,Electric,Hyundai,IONIQ 5,34
2022,Q1,San Mateo,Electric,Hyundai,KONA Electric,1
2022,Q1,San Mateo,Electric,Kia,EV6,12
2022,Q1,San Mateo,Electric,Kia,Niro EV,13
2022,Q1,San Mateo,Electric,Lucid,Air,10
2022,Q1,San Mateo,Electric,MINI,Hardtop 2 Door,15
2022,Q1,San Mateo,Electric,Mazda,MX-30 EV,1
2022,Q1,San Mateo,Electric,Mercedes-Benz,EQS,16
2022,Q1,San Mateo,Electric,Nissan,LEAF,58
2022,Q1,San Mateo,Electric,Polestar,2,29
2022,Q1,San Mateo,Electric,Porsche,Taycan,28
2022,Q1,San Mateo,Electric,Rivian,R1T,16
2022,Q1,San Mateo,Electric,Tesla,Model 3,2501
2022,Q1,San Mateo,Electric,Tesla,Model S,168
2022,Q1,San Mateo,Electric,Tesla,Model X,72
2022,Q1,San Mateo,Electric,Tesla,Model Y,764
2022,Q1,San Mateo,Electric,Volkswagen,ID.4,32
2022,Q1,San Mateo,Electric,Volvo,C40 Recharge,2
2022,Q1,San Mateo,Electric,Volvo,XC40 Recharge,15
2022,Q1,San Mateo,Hydrogen,Honda,Clarity Fuel Cell,11
2022,Q1,San Mateo,Hydrogen,Hyundai,NEXO,3
2022,Q1,San Mateo,Hydrogen,Toyota,Mirai,10
2022,Q1,San Mateo,PHEV,Audi,Q5,5
2022,Q1,San Mateo,PHEV,BMW,3 Series,6
2022,Q1,San Mateo,PHEV,BMW,5 Series,6
2022,Q1,San Mateo,PHEV,BMW,X5,39
2022,Q1,San Mateo,PHEV,Chrysler,Pacifica Hybrid,72
2022,Q1,San Mateo,PHEV,Ferrari,SF90 Stradale,1
2022,Q1,San Mateo,PHEV,Ford,Escape Plug-In Hybrid,3
2022,Q1,San Mateo,PHEV,Hyundai,IONIQ Plug-in Hybrid,2
2022,Q1,San Mateo,PHEV,Hyundai,SANTA FE Plug-In Hybrid,2
2022,Q1,San Mateo,PHEV,Hyundai,TUCSON Plug-in Hybrid,5
2022,Q1,San Mateo,PHEV,Jeep,Wrangler Unlimited,18
2022,Q1,San Mateo,PHEV,Kia,Niro Plug-In Hybrid,6
2022,Q1,San Mateo,PHEV,Kia,Sorento Plug-In Hybrid,4
2022,Q1,San Mateo,PHEV,Lexus,NX 450h+,13
2022,Q1,San Mateo,PHEV,MINI,Countryman Plug-in Hybrid,1
2022,Q1,San Mateo,PHEV,Mitsubishi,Outlander PHEV,1
2022,Q1,San Mateo,PHEV,Porsche,Cayenne,2
2022,Q1,San Mateo,PHEV,Porsche,Panamera,4
2022,Q1,San Mateo,PHEV,Subaru,Crosstrek,12
2022,Q1,San Mateo,PHEV,Toyota,Prius Prime,22
2022,Q1,San Mateo,PHEV,Toyota,RAV4 Prime,21
2022,Q1,San Mateo,PHEV,Volvo,S60 Recharge,1
2022,Q1,San Mateo,PHEV,Volvo,V60 Recharge,2
2022,Q1,San Mateo,PHEV,Volvo,XC60 Recharge,13
2022,Q1,San Mateo,PHEV,Volvo,XC90 Recharge,37
2022,Q1,Santa Barbara,Electric,Audi,e-tron,1
2022,Q1,Santa Barbara,Electric,Audi,e-tron GT,1
2022,Q1,Santa Barbara,Electric,Audi,e-tron Sportback,2
2022,Q1,Santa Barbara,Electric,Ford,Mustang Mach-E,5
2022,Q1,Santa Barbara,Electric,Hyundai,IONIQ 5,10
2022,Q1,Santa Barbara,Electric,Hyundai,KONA Electric,1
2022,Q1,Santa Barbara,Electric,Kia,EV6,4
2022,Q1,Santa Barbara,Electric,Kia,Niro EV,6
2022,Q1,Santa Barbara,Electric,MINI,Hardtop 2 Door,3
2022,Q1,Santa Barbara,Electric,Mazda,MX-30 EV,3
2022,Q1,Santa Barbara,Electric,Mercedes-Benz,EQS,10
2022,Q1,Santa Barbara,Electric,Nissan,LEAF,16
2022,Q1,Santa Barbara,Electric,Polestar,2,2
2022,Q1,Santa Barbara,Electric,Porsche,Taycan,8
2022,Q1,Santa Barbara,Electric,Rivian,R1T,2
2022,Q1,Santa Barbara,Electric,Tesla,Model 3,139
2022,Q1,Santa Barbara,Electric,Tesla,Model S,19
2022,Q1,Santa Barbara,Electric,Tesla,Model X,8
2022,Q1,Santa Barbara,Electric,Tesla,Model Y,133
2022,Q1,Santa Barbara,Electric,Volkswagen,ID.4,6
2022,Q1,Santa Barbara,Electric,Volvo,C40 Recharge,1
2022,Q1,Santa Barbara,Electric,Volvo,XC40 Recharge,1
2022,Q1,Santa Barbara,Hydrogen,Toyota,Mirai,2
2022,Q1,Santa Barbara,PHEV,Audi,Q5,3
2022,Q1,Santa Barbara,PHEV,BMW,3 Series,4
2022,Q1,Santa Barbara,PHEV,BMW,5 Series,5
2022,Q1,Santa Barbara,PHEV,BMW,7 Series,1
2022,Q1,Santa Barbara,PHEV,BMW,X5,12
2022,Q1,Santa Barbara,PHEV,Chrysler,Pacifica Hybrid,1
2022,Q1,Santa Barbara,PHEV,Ferrari,SF90 Stradale,1
2022,Q1,Santa Barbara,PHEV,Ford,Escape Plug-In Hybrid,4
2022,Q1,Santa Barbara,PHEV,Hyundai,IONIQ Plug-in Hybrid,2
2022,Q1,Santa Barbara,PHEV,Hyundai,SANTA FE Plug-In Hybrid,5
2022,Q1,Santa Barbara,PHEV,Hyundai,TUCSON Plug-in Hybrid,4
2022,Q1,Santa Barbara,PHEV,Jeep,Wrangler Unlimited,17
2022,Q1,Santa Barbara,PHEV,Kia,Niro Plug-In Hybrid,2
2022,Q1,Santa Barbara,PHEV,Kia,Sorento Plug-In Hybrid,3
2022,Q1,Santa Barbara,PHEV,Lexus,NX 450h+,2
2022,Q1,Santa Barbara,PHEV,Porsche,Cayenne,1
2022,Q1,Santa Barbara,PHEV,Subaru,Crosstrek,3
2022,Q1,Santa Barbara,PHEV,Toyota,Prius Prime,9
2022,Q1,Santa Barbara,PHEV,Toyota,RAV4 Prime,11
2022,Q1,Santa Barbara,PHEV,Volvo,XC60 Recharge,2
2022,Q1,Santa Barbara,PHEV,Volvo,XC90 Recharge,13
2022,Q1,Santa Clara,Electric,Audi,RS e-tron GT,4
2022,Q1,Santa Clara,Electric,Audi,e-tron,36
2022,Q1,Santa Clara,Electric,Audi,e-tron GT,19
2022,Q1,Santa Clara,Electric,Audi,e-tron Sportback,11
2022,Q1,Santa Clara,Electric,Ford,Mustang Mach-E,145
2022,Q1,Santa Clara,Electric,Hyundai,IONIQ 5,112
2022,Q1,Santa Clara,Electric,Hyundai,KONA Electric,1
2022,Q1,Santa Clara,Electric,Jaguar,I-PACE,5
2022,Q1,Santa Clara,Electric,Kia,EV6,52
2022,Q1,Santa Clara,Electric,Kia,Niro EV,47
2022,Q1,Santa Clara,Electric,Lucid,Air,12
2022,Q1,Santa Clara,Electric,MINI,Hardtop 2 Door,34
2022,Q1,Santa Clara,Electric,Mazda,MX-30 EV,13
2022,Q1,Santa Clara,Electric,Mercedes-Benz,EQS,25
2022,Q1,Santa Clara,Electric,Nissan,LEAF,160
2022,Q1,Santa Clara,Electric,Polestar,2,80
2022,Q1,Santa Clara,Electric,Porsche,Taycan,39
2022,Q1,Santa Clara,Electric,Rivian,R1T,46
2022,Q1,Santa Clara,Electric,Tesla,Model 3,1758
2022,Q1,Santa Clara,Electric,Tesla,Model S,353
2022,Q1,Santa Clara,Electric,Tesla,Model X,111
2022,Q1,Santa Clara,Electric,Tesla,Model Y,2305
2022,Q1,Santa Clara,Electric,Volkswagen,ID.4,66
2022,Q1,Santa Clara,Electric,Volvo,C40 Recharge,5
2022,Q1,Santa Clara,Electric,Volvo,XC40 Recharge,25
2022,Q1,Santa Clara,Hydrogen,Honda,Clarity Fuel Cell,9
2022,Q1,Santa Clara,Hydrogen,Hyundai,NEXO,14
2022,Q1,Santa Clara,Hydrogen,Toyota,Mirai,55
2022,Q1,Santa Clara,PHEV,Audi,Q5,20
2022,Q1,Santa Clara,PHEV,BMW,3 Series,41
2022,Q1,Santa Clara,PHEV,BMW,5 Series,27
2022,Q1,Santa Clara,PHEV,BMW,7 Series,1
2022,Q1,Santa Clara,PHEV,BMW,X5,102
2022,Q1,Santa Clara,PHEV,Chrysler,Pacifica Hybrid,30
2022,Q1,Santa Clara,PHEV,Ferrari,SF90 Stradale,1
2022,Q1,Santa Clara,PHEV,Ford,Escape Plug-In Hybrid,52
2022,Q1,Santa Clara,PHEV,Hyundai,IONIQ Plug-in Hybrid,16
2022,Q1,Santa Clara,PHEV,Hyundai,SANTA FE Plug-In Hybrid,24
2022,Q1,Santa Clara,PHEV,Hyundai,TUCSON Plug-in Hybrid,16
2022,Q1,Santa Clara,PHEV,Jeep,Wrangler Unlimited,53
2022,Q1,Santa Clara,PHEV,Kia,Niro Plug-In Hybrid,13
2022,Q1,Santa Clara,PHEV,Kia,Sorento Plug-In Hybrid,4
2022,Q1,Santa Clara,PHEV,Lexus,NX 450h+,19
2022,Q1,Santa Clara,PHEV,Lincoln,Corsair,2
2022,Q1,Santa Clara,PHEV,MINI,Countryman Plug-in Hybrid,5
2022,Q1,Santa Clara,PHEV,Mitsubishi,Outlander PHEV,5
2022,Q1,Santa Clara,PHEV,Polestar,1,1
2022,Q1,Santa Clara,PHEV,Porsche,Cayenne,9
2022,Q1,Santa Clara,PHEV,Porsche,Panamera,5
2022,Q1,Santa Clara,PHEV,Subaru,Crosstrek,20
2022,Q1,Santa Clara,PHEV,Toyota,Prius Prime,53
2022,Q1,Santa Clara,PHEV,Toyota,RAV4 Prime,62
2022,Q1,Santa Clara,PHEV,Volvo,S60 Recharge,9
2022,Q1,Santa Clara,PHEV,Volvo,V60 Recharge,1
2022,Q1,Santa Clara,PHEV,Volvo,XC60 Recharge,33
2022,Q1,Santa Clara,PHEV,Volvo,XC90 Recharge,82
2022,Q1,Santa Cruz,Electric,Audi,e-tron,1
2022,Q1,Santa Cruz,Electric,Audi,e-tron GT,1
2022,Q1,Santa Cruz,Electric,Audi,e-tron Sportback,3
2022,Q1,Santa Cruz,Electric,Chevrolet,Bolt EUV,1
2022,Q1,Santa Cruz,Electric,Ford,Mustang Mach-E,11
2022,Q1,Santa Cruz,Electric,Hyundai,IONIQ 5,19
2022,Q1,Santa Cruz,Electric,Kia,EV6,4
2022,Q1,Santa Cruz,Electric,Kia,Niro EV,11
2022,Q1,Santa Cruz,Electric,Lucid,Air,1
2022,Q1,Santa Cruz,Electric,MINI,Hardtop 2 Door,3
2022,Q1,Santa Cruz,Electric,Mercedes-Benz,EQS,1
2022,Q1,Santa Cruz,Electric,Nissan,LEAF,13
2022,Q1,Santa Cruz,Electric,Polestar,2,4
2022,Q1,Santa Cruz,Electric,Rivian,R1T,6
2022,Q1,Santa Cruz,Electric,Tesla,Model 3,84
2022,Q1,Santa Cruz,Electric,Tesla,Model S,16
2022,Q1,Santa Cruz,Electric,Tesla,Model X,6
2022,Q1,Santa Cruz,Electric,Tesla,Model Y,102
2022,Q1,Santa Cruz,Electric,Volkswagen,ID.4,15
2022,Q1,Santa Cruz,Electric,Volvo,XC40 Recharge,1
2022,Q1,Santa Cruz,Hydrogen,Toyota,Mirai,1
2022,Q1,Santa Cruz,PHEV,BMW,5 Series,2
2022,Q1,Santa Cruz,PHEV,Chrysler,Pacifica Hybrid,2
2022,Q1,Santa Cruz,PHEV,Ford,Escape Plug-In Hybrid,6
2022,Q1,Santa Cruz,PHEV,Hyundai,IONIQ Plug-in Hybrid,1
2022,Q1,Santa Cruz,PHEV,Hyundai,TUCSON Plug-in Hybrid,3
2022,Q1,Santa Cruz,PHEV,Jeep,Wrangler Unlimited,5
2022,Q1,Santa Cruz,PHEV,Kia,Niro Plug-In Hybrid,2
2022,Q1,Santa Cruz,PHEV,Kia,Sorento Plug-In Hybrid,1
2022,Q1,Santa Cruz,PHEV,Mitsubishi,Outlander PHEV,1
2022,Q1,Santa Cruz,PHEV,Porsche,Cayenne,1
2022,Q1,Santa Cruz,PHEV,Subaru,Crosstrek,7
2022,Q1,Santa Cruz,PHEV,Toyota,Prius Prime,6
2022,Q1,Santa Cruz,PHEV,Toyota,RAV4 Prime,10
2022,Q1,Santa Cruz,PHEV,Volvo,XC60 Recharge,3
2022,Q1,Santa Cruz,PHEV,Volvo,XC90 Recharge,7
2022,Q1,Shasta,Electric,Ford,Mustang Mach-E,4
2022,Q1,Shasta,Electric,Hyundai,IONIQ 5,2
2022,Q1,Shasta,Electric,Kia,EV6,4
2022,Q1,Shasta,Electric,Kia,Niro EV,3
2022,Q1,Shasta,Electric,MINI,Hardtop 2 Door,1
2022,Q1,Shasta,Electric,Mercedes-Benz,EQS,1
2022,Q1,Shasta,Electric,Nissan,LEAF,5
2022,Q1,Shasta,Electric,Tesla,Model 3,22
2022,Q1,Shasta,Electric,Tesla,Model S,6
2022,Q1,Shasta,Electric,Tesla,Model Y,21
2022,Q1,Shasta,PHEV,BMW,X5,2
2022,Q1,Shasta,PHEV,Hyundai,IONIQ Plug-in Hybrid,2
2022,Q1,Shasta,PHEV,Jeep,Wrangler Unlimited,2
2022,Q1,Shasta,PHEV,Kia,Niro Plug-In Hybrid,2
2022,Q1,Shasta,PHEV,Lincoln,Corsair,1
2022,Q1,Shasta,PHEV,Mitsubishi,Outlander PHEV,1
2022,Q1,Shasta,PHEV,Subaru,Crosstrek,1
2022,Q1,Shasta,PHEV,Toyota,Prius Prime,4
2022,Q1,Shasta,PHEV,Toyota,RAV4 Prime,3
2022,Q1,Shasta,PHEV,Volvo,XC60 Recharge,1
2022,Q1,Shasta,PHEV,Volvo,XC90 Recharge,1
2022,Q1,Siskiyou,Electric,Tesla,Model 3,2
2022,Q1,Siskiyou,Electric,Tesla,Model Y,3
2022,Q1,Siskiyou,PHEV,Kia,Niro Plug-In Hybrid,1
2022,Q1,Siskiyou,PHEV,Volvo,S60 Recharge,1
2022,Q1,Solano,Electric,Audi,e-tron,1
2022,Q1,Solano,Electric,Ford,Mustang Mach-E,12
2022,Q1,Solano,Electric,Hyundai,IONIQ 5,8
2022,Q1,Solano,Electric,Hyundai,KONA Electric,1
2022,Q1,Solano,Electric,Jaguar,I-PACE,1
2022,Q1,Solano,Electric,Kia,EV6,5
2022,Q1,Solano,Electric,Kia,Niro EV,6
2022,Q1,Solano,Electric,Mercedes-Benz,EQS,2
2022,Q1,Solano,Electric,Nissan,LEAF,17
2022,Q1,Solano,Electric,Polestar,2,3
2022,Q1,Solano,Electric,Porsche,Taycan,2
2022,Q1,Solano,Electric,Rivian,R1T,1
2022,Q1,Solano,Electric,Tesla,Model 3,143
2022,Q1,Solano,Electric,Tesla,Model S,14
2022,Q1,Solano,Electric,Tesla,Model X,7
2022,Q1,Solano,Electric,Tesla,Model Y,178
2022,Q1,Solano,Electric,Volkswagen,ID.4,3
2022,Q1,Solano,Electric,Volvo,C40 Recharge,1
2022,Q1,Solano,Electric,Volvo,XC40 Recharge,2
2022,Q1,Solano,Hydrogen,Honda,Clarity Fuel Cell,1
2022,Q1,Solano,Hydrogen,Hyundai,NEXO,1
2022,Q1,Solano,Hydrogen,Toyota,Mirai,1
2022,Q1,Solano,PHEV,Audi,Q5,2
2022,Q1,Solano,PHEV,BMW,3 Series,4
2022,Q1,Solano,PHEV,BMW,5 Series,2
2022,Q1,Solano,PHEV,BMW,X5,1
2022,Q1,Solano,PHEV,Chrysler,Pacifica Hybrid,5
2022,Q1,Solano,PHEV,Ford,Escape Plug-In Hybrid,4
2022,Q1,Solano,PHEV,Hyundai,IONIQ Plug-in Hybrid,2
2022,Q1,Solano,PHEV,Hyundai,SANTA FE Plug-In Hybrid,6
2022,Q1,Solano,PHEV,Hyundai,TUCSON Plug-in Hybrid,2
2022,Q1,Solano,PHEV,Jeep,Wrangler Unlimited,6
2022,Q1,Solano,PHEV,Kia,Niro Plug-In Hybrid,3
2022,Q1,Solano,PHEV,Kia,Sorento Plug-In Hybrid,1
2022,Q1,Solano,PHEV,Lexus,NX 450h+,2
2022,Q1,Solano,PHEV,Mitsubishi,Outlander PHEV,1
2022,Q1,Solano,PHEV,Subaru,Crosstrek,4
2022,Q1,Solano,PHEV,Toyota,Prius Prime,15
2022,Q1,Solano,PHEV,Toyota,RAV4 Prime,12
2022,Q1,Solano,PHEV,Volvo,XC60 Recharge,2
2022,Q1,Solano,PHEV,Volvo,XC90 Recharge,2
2022,Q1,Sonoma,Electric,Audi,e-tron,3
2022,Q1,Sonoma,Electric,Audi,e-tron GT,1
2022,Q1,Sonoma,Electric,Audi,e-tron Sportback,2
2022,Q1,Sonoma,Electric,Ford,Mustang Mach-E,17
2022,Q1,Sonoma,Electric,Hyundai,IONIQ 5,8
2022,Q1,Sonoma,Electric,Hyundai,KONA Electric,2
2022,Q1,Sonoma,Electric,Jaguar,I-PACE,1
2022,Q1,Sonoma,Electric,Kia,EV6,11
2022,Q1,Sonoma,Electric,Kia,Niro EV,22
2022,Q1,Sonoma,Electric,Lucid,Air,1
2022,Q1,Sonoma,Electric,MINI,Hardtop 2 Door,4
2022,Q1,Sonoma,Electric,Mercedes-Benz,EQS,2
2022,Q1,Sonoma,Electric,Nissan,LEAF,24
2022,Q1,Sonoma,Electric,Polestar,2,9
2022,Q1,Sonoma,Electric,Porsche,Taycan,4
2022,Q1,Sonoma,Electric,Rivian,R1T,1
2022,Q1,Sonoma,Electric,Tesla,Model 3,180
2022,Q1,Sonoma,Electric,Tesla,Model S,31
2022,Q1,Sonoma,Electric,Tesla,Model X,14
2022,Q1,Sonoma,Electric,Tesla,Model Y,146
2022,Q1,Sonoma,Electric,Volkswagen,ID.4,18
2022,Q1,Sonoma,Electric,Volvo,XC40 Recharge,20
2022,Q1,Sonoma,PHEV,Audi,Q5,4
2022,Q1,Sonoma,PHEV,BMW,3 Series,2
2022,Q1,Sonoma,PHEV,BMW,5 Series,2
2022,Q1,Sonoma,PHEV,BMW,X5,7
2022,Q1,Sonoma,PHEV,Chrysler,Pacifica Hybrid,1
2022,Q1,Sonoma,PHEV,Ferrari,SF90 Stradale,1
2022,Q1,Sonoma,PHEV,Ford,Escape Plug-In Hybrid,8
2022,Q1,Sonoma,PHEV,Hyundai,IONIQ Plug-in Hybrid,2
2022,Q1,Sonoma,PHEV,Hyundai,SANTA FE Plug-In Hybrid,2
2022,Q1,Sonoma,PHEV,Hyundai,TUCSON Plug-in Hybrid,2
2022,Q1,Sonoma,PHEV,Jeep,Wrangler Unlimited,7
2022,Q1,Sonoma,PHEV,Kia,Niro Plug-In Hybrid,6
2022,Q1,Sonoma,PHEV,Kia,Sorento Plug-In Hybrid,3
2022,Q1,Sonoma,PHEV,Lexus,NX 450h+,4
2022,Q1,Sonoma,PHEV,Lincoln,Corsair,1
2022,Q1,Sonoma,PHEV,MINI,Countryman Plug-in Hybrid,1
2022,Q1,Sonoma,PHEV,Porsche,Cayenne,1
2022,Q1,Sonoma,PHEV,Porsche,Panamera,2
2022,Q1,Sonoma,PHEV,Subaru,Crosstrek,12
2022,Q1,Sonoma,PHEV,Toyota,Prius Prime,16
2022,Q1,Sonoma,PHEV,Toyota,RAV4 Prime,21
2022,Q1,Sonoma,PHEV,Volvo,S60 Recharge,3
2022,Q1,Sonoma,PHEV,Volvo,XC60 Recharge,16
2022,Q1,Sonoma,PHEV,Volvo,XC90 Recharge,10
2022,Q1,Stanislaus,Electric,Audi,e-tron,4
2022,Q1,Stanislaus,Electric,Chevrolet,Bolt EUV,1
2022,Q1,Stanislaus,Electric,Ford,Mustang Mach-E,11
2022,Q1,Stanislaus,Electric,Hyundai,IONIQ 5,11
2022,Q1,Stanislaus,Electric,Hyundai,KONA Electric,1
2022,Q1,Stanislaus,Electric,Kia,EV6,10
2022,Q1,Stanislaus,Electric,Kia,Niro EV,3
2022,Q1,Stanislaus,Electric,Lucid,Air,1
2022,Q1,Stanislaus,Electric,MINI,Hardtop 2 Door,1
2022,Q1,Stanislaus,Electric,Mazda,MX-30 EV,1
2022,Q1,Stanislaus,Electric,Mercedes-Benz,EQS,5
2022,Q1,Stanislaus,Electric,Nissan,LEAF,4
2022,Q1,Stanislaus,Electric,Polestar,2,3
2022,Q1,Stanislaus,Electric,Porsche,Taycan,1
2022,Q1,Stanislaus,Electric,Tesla,Model 3,107
2022,Q1,Stanislaus,Electric,Tesla,Model S,14
2022,Q1,Stanislaus,Electric,Tesla,Model X,7
2022,Q1,Stanislaus,Electric,Tesla,Model Y,91
2022,Q1,Stanislaus,Electric,Volkswagen,ID.4,6
2022,Q1,Stanislaus,Hydrogen,Toyota,Mirai,1
2022,Q1,Stanislaus,PHEV,Audi,Q5,1
2022,Q1,Stanislaus,PHEV,BMW,5 Series,1
2022,Q1,Stanislaus,PHEV,BMW,X5,4
2022,Q1,Stanislaus,PHEV,Chrysler,Pacifica Hybrid,2
2022,Q1,Stanislaus,PHEV,Ford,Escape Plug-In Hybrid,4
2022,Q1,Stanislaus,PHEV,Hyundai,IONIQ Plug-in Hybrid,2
2022,Q1,Stanislaus,PHEV,Hyundai,SANTA FE Plug-In Hybrid,1
2022,Q1,Stanislaus,PHEV,Hyundai,TUCSON Plug-in Hybrid,2
2022,Q1,Stanislaus,PHEV,Jeep,Wrangler Unlimited,11
2022,Q1,Stanislaus,PHEV,Kia,Niro Plug-In Hybrid,3
2022,Q1,Stanislaus,PHEV,Kia,Sorento Plug-In Hybrid,2
2022,Q1,Stanislaus,PHEV,Lexus,NX 450h+,1
2022,Q1,Stanislaus,PHEV,Subaru,Crosstrek,5
2022,Q1,Stanislaus,PHEV,Toyota,Prius Prime,8
2022,Q1,Stanislaus,PHEV,Toyota,RAV4 Prime,6
2022,Q1,Stanislaus,PHEV,Volvo,XC90 Recharge,2
2022,Q1,Sutter,Electric,Ford,Mustang Mach-E,2
2022,Q1,Sutter,Electric,Hyundai,KONA Electric,1
2022,Q1,Sutter,Electric,Kia,EV6,2
2022,Q1,Sutter,Electric,Nissan,LEAF,2
2022,Q1,Sutter,Electric,Tesla,Model 3,16
2022,Q1,Sutter,Electric,Tesla,Model S,3
2022,Q1,Sutter,Electric,Tesla,Model Y,17
2022,Q1,Sutter,Electric,Volkswagen,ID.4,1
2022,Q1,Sutter,Electric,Volvo,C40 Recharge,1
2022,Q1,Sutter,PHEV,BMW,3 Series,2
2022,Q1,Sutter,PHEV,Hyundai,IONIQ Plug-in Hybrid,1
2022,Q1,Sutter,PHEV,Jeep,Wrangler Unlimited,3
2022,Q1,Sutter,PHEV,Volvo,XC60 Recharge,1
